"TIME","PAR(umol/m2/s)","T(C)","P(hPa)","RH(%)"
2019-06-17 12:19:56,1668.34,26.49,1002.60,61.55
2019-06-17 12:20:06,1436.53,26.49,1002.60,60.32
2019-06-17 12:20:16,1.01,26.50,1002.58,61.11
2019-06-17 12:20:26,-0.36,26.50,1002.64,61.74
2019-06-17 12:20:36,-0.32,26.50,1002.56,62.52
2019-06-17 12:20:46,-0.34,26.49,1002.58,63.20
2019-06-17 12:20:56,-0.32,26.47,1002.58,63.83
2019-06-17 12:21:06,-0.34,26.46,1002.61,64.43
2019-06-17 12:21:16,-0.33,26.45,1002.59,64.91
2019-06-17 12:21:26,-0.32,26.43,1002.57,65.44
2019-06-17 12:21:36,-0.32,26.42,1002.59,65.91
2019-06-17 12:21:46,-0.32,26.41,1002.59,66.34
2019-06-17 12:21:56,-0.32,26.39,1002.56,66.68
2019-06-17 12:22:06,-0.35,26.38,1002.56,67.08
2019-06-17 12:22:16,-0.35,26.37,1002.58,67.40
2019-06-17 12:22:26,-0.35,26.34,1002.60,67.74
2019-06-17 12:22:36,-0.36,26.33,1002.56,68.05
2019-06-17 12:22:46,-0.34,26.31,1002.56,68.23
2019-06-17 12:22:56,680.69,26.30,1002.58,68.63
2019-06-17 12:23:06,1460.67,26.31,1002.61,69.23
2019-06-17 12:23:16,1287.18,26.29,1002.55,62.55
2019-06-17 12:23:26,1033.29,26.31,1002.56,64.01
2019-06-17 12:23:36,1067.72,26.33,1002.57,64.09
2019-06-17 12:23:46,624.94,26.35,1002.57,64.10
2019-06-17 12:23:56,429.06,26.36,1002.55,62.72
2019-06-17 12:24:06,1175.07,26.37,1002.55,62.24
2019-06-17 12:24:16,1442.27,26.36,1002.56,54.80
2019-06-17 12:24:26,1405.62,26.35,1002.56,52.80
2019-06-17 12:24:36,1445.64,26.36,1002.51,54.27
2019-06-17 12:24:46,1062.40,26.38,1003.04,55.89
2019-06-17 12:24:56,1126.40,26.40,1002.53,57.41
2019-06-17 12:25:06,1337.46,26.40,1002.51,58.89
2019-06-17 12:25:16,1482.11,26.41,1002.53,60.28
2019-06-17 12:25:26,1568.34,26.43,1002.52,61.66
2019-06-17 12:25:36,1500.52,26.45,1002.51,62.76
2019-06-17 12:25:46,1519.70,26.47,1002.53,63.79
2019-06-17 12:25:56,1508.93,26.50,1002.53,64.94
2019-06-17 12:26:06,1497.53,26.53,1002.52,65.89
2019-06-17 12:26:16,1443.92,26.56,1002.55,66.78
2019-06-17 12:26:26,1575.11,26.58,1002.53,67.57
2019-06-17 12:26:36,1821.54,26.59,1002.54,57.79
2019-06-17 12:26:46,1735.08,26.60,1002.50,56.55
2019-06-17 12:26:56,1354.94,26.61,1002.53,56.06
2019-06-17 12:27:06,747.76,26.63,1002.52,58.11
2019-06-17 12:27:16,737.95,26.65,1002.50,59.46
2019-06-17 12:27:26,748.88,26.65,1002.50,60.78
2019-06-17 12:27:36,720.04,26.66,1002.49,61.79
2019-06-17 12:27:46,726.33,26.66,1002.50,62.84
2019-06-17 12:27:56,734.62,26.66,1002.50,63.80
2019-06-17 12:28:06,776.46,26.67,1002.50,64.67
2019-06-17 12:28:16,792.87,26.68,1002.51,65.40
2019-06-17 12:28:26,785.86,26.69,1002.44,65.98
2019-06-17 12:28:36,772.90,26.69,1002.44,66.54
2019-06-17 12:28:46,801.39,26.69,1002.47,67.11
2019-06-17 12:28:56,820.44,26.71,1002.50,67.64
2019-06-17 12:29:06,830.73,26.71,1002.45,68.04
2019-06-17 12:29:16,800.72,26.72,1002.46,68.58
2019-06-17 12:29:26,1674.24,26.73,1002.41,67.00
2019-06-17 12:29:36,1648.79,26.72,1002.43,56.50
2019-06-17 12:29:46,1626.77,26.72,1002.41,54.18
2019-06-17 12:29:56,1328.44,26.72,1002.43,54.18
2019-06-17 12:30:06,212.00,26.73,1002.40,56.40
2019-06-17 12:30:16,194.15,26.74,1002.40,57.97
2019-06-17 12:30:26,236.92,26.73,1002.46,59.23
2019-06-17 12:30:36,223.69,26.73,1002.39,60.25
2019-06-17 12:30:46,225.23,26.72,1002.40,61.11
2019-06-17 12:30:56,223.26,26.71,1002.39,62.03
2019-06-17 12:31:06,225.07,26.70,1002.35,62.88
2019-06-17 12:31:16,228.69,26.69,1002.38,63.57
2019-06-17 12:31:26,245.81,26.68,1002.39,64.19
2019-06-17 12:31:36,232.88,26.66,1002.41,64.79
2019-06-17 12:31:46,231.79,26.65,1002.42,65.34
2019-06-17 12:31:56,223.85,26.63,1002.40,65.63
2019-06-17 12:32:06,214.59,26.62,1002.42,66.07
2019-06-17 12:32:16,224.05,26.61,1002.41,66.64
2019-06-17 12:32:26,1431.96,26.59,1002.42,67.18
2019-06-17 12:32:36,1577.50,26.57,1002.42,60.04
2019-06-17 12:32:46,1247.91,26.57,1002.42,59.29
2019-06-17 12:32:56,257.38,26.57,1002.43,60.10
2019-06-17 12:33:06,237.47,26.56,1002.36,60.87
2019-06-17 12:33:16,113.07,26.55,1002.41,61.66
2019-06-17 12:33:26,113.80,26.54,1002.38,62.37
2019-06-17 12:33:36,114.87,26.53,1002.41,63.06
2019-06-17 12:33:46,122.64,26.51,1002.40,63.62
2019-06-17 12:33:56,118.01,26.50,1002.37,64.18
2019-06-17 12:34:06,118.38,26.48,1002.38,64.78
2019-06-17 12:34:16,115.44,26.47,1002.44,65.29
2019-06-17 12:34:26,103.58,26.45,1002.40,65.75
2019-06-17 12:34:36,104.55,26.43,1002.42,66.19
2019-06-17 12:34:46,116.59,26.42,1002.40,66.60
2019-06-17 12:34:56,116.63,26.40,1002.43,66.92
2019-06-17 12:35:06,108.20,26.38,1002.38,67.24
2019-06-17 12:35:16,103.89,26.37,1002.39,67.51
2019-06-17 12:35:26,745.14,26.36,1002.42,67.86
2019-06-17 12:35:36,1553.86,26.36,1002.40,67.14
2019-06-17 12:35:46,1496.76,26.34,1002.41,60.60
2019-06-17 12:35:56,1410.40,26.33,1002.39,56.30
2019-06-17 12:36:06,1361.71,26.32,1002.38,55.78
2019-06-17 12:36:16,1147.43,26.32,1002.40,56.20
2019-06-17 12:36:26,0.09,26.33,1002.40,57.45
2019-06-17 12:36:36,-0.63,26.32,1002.40,58.45
2019-06-17 12:36:46,-0.65,26.30,1002.43,59.41
2019-06-17 12:36:56,-0.64,26.28,1002.40,60.37
2019-06-17 12:37:06,-0.63,26.27,1002.40,61.13
2019-06-17 12:37:16,-0.64,26.25,1002.41,61.87
2019-06-17 12:37:26,-0.63,26.23,1002.45,62.54
2019-06-17 12:37:36,-0.64,26.21,1002.42,63.16
2019-06-17 12:37:46,-0.64,26.20,1002.43,63.67
2019-06-17 12:37:56,-0.64,26.17,1002.41,64.34
2019-06-17 12:38:06,-0.64,26.15,1002.39,64.76
2019-06-17 12:38:16,-0.65,26.14,1002.38,65.24
2019-06-17 12:38:26,-0.64,26.12,1002.38,65.73
2019-06-17 12:38:36,-0.65,26.10,1002.40,66.11
2019-06-17 12:38:46,7.24,26.08,1002.41,66.32
2019-06-17 12:38:56,1168.61,26.08,1002.35,66.79
2019-06-17 12:39:06,1159.16,26.08,1002.39,67.35
