Line	Date	Time	SpectrumFile	LibraryFile	Water vapor H2O	Unit	 Compensation	 Residual	Carbon dioxide CO2	Unit	 Compensation	 Residual	Methane CH4	Unit	 Compensation	 Residual	Nitrous oxide N2O	Unit	 Compensation	 Residual	 Status
0	2019-06-03	11:06:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0042	508.67	ppm	dry	0.0026	  1.79	ppm	dry	0.0019	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:06:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0040	510.68	ppm	dry	0.0027	  1.81	ppm	dry	0.0020	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:06:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0040	512.80	ppm	dry	0.0027	  1.82	ppm	dry	0.0019	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	11:06:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0046	515.37	ppm	dry	0.0026	  1.83	ppm	dry	0.0021	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	11:06:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0044	516.34	ppm	dry	0.0026	  1.81	ppm	dry	0.0019	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:06:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0043	518.79	ppm	dry	0.0025	  1.77	ppm	dry	0.0019	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:06:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0042	519.66	ppm	dry	0.0026	  1.84	ppm	dry	0.0019	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	11:06:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0041	522.34	ppm	dry	0.0027	  1.84	ppm	dry	0.0019	  0.23	ppm	dry	0.0025	OK
0	2019-06-03	11:06:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0041	522.83	ppm	dry	0.0027	  1.74	ppm	dry	0.0021	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:07:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0041	523.61	ppm	dry	0.0025	  1.72	ppm	dry	0.0019	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	11:07:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0045	527.83	ppm	dry	0.0026	  1.78	ppm	dry	0.0018	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:07:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0045	527.96	ppm	dry	0.0026	  1.78	ppm	dry	0.0022	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	11:07:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.50	vol-%	wet	0.0042	529.85	ppm	dry	0.0026	  1.79	ppm	dry	0.0020	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:07:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.50	vol-%	wet	0.0040	531.27	ppm	dry	0.0027	  1.83	ppm	dry	0.0017	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	11:07:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.50	vol-%	wet	0.0044	534.27	ppm	dry	0.0027	  1.88	ppm	dry	0.0018	  0.24	ppm	dry	0.0023	OK
0	2019-06-03	11:07:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.50	vol-%	wet	0.0043	535.09	ppm	dry	0.0027	  1.75	ppm	dry	0.0020	  0.24	ppm	dry	0.0025	OK
0	2019-06-03	11:07:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.51	vol-%	wet	0.0042	537.13	ppm	dry	0.0026	  1.82	ppm	dry	0.0020	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	11:07:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0043	538.93	ppm	dry	0.0025	  1.80	ppm	dry	0.0022	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:07:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.50	vol-%	wet	0.0042	541.68	ppm	dry	0.0026	  1.80	ppm	dry	0.0018	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:08:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.50	vol-%	wet	0.0041	542.79	ppm	dry	0.0026	  1.82	ppm	dry	0.0020	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	11:08:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0044	543.17	ppm	dry	0.0026	  1.82	ppm	dry	0.0018	  0.24	ppm	dry	0.0026	OK
0	2019-06-03	11:08:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.50	vol-%	wet	0.0044	545.53	ppm	dry	0.0026	  1.79	ppm	dry	0.0020	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	11:08:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0043	546.17	ppm	dry	0.0026	  1.81	ppm	dry	0.0017	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	11:08:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0044	548.18	ppm	dry	0.0028	  1.77	ppm	dry	0.0021	  0.23	ppm	dry	0.0025	OK
0	2019-06-03	11:08:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0043	550.55	ppm	dry	0.0027	  1.79	ppm	dry	0.0020	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:08:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0042	552.59	ppm	dry	0.0026	  1.73	ppm	dry	0.0020	  0.26	ppm	dry	0.0023	OK
0	2019-06-03	11:08:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.49	vol-%	wet	0.0042	553.73	ppm	dry	0.0027	  1.79	ppm	dry	0.0021	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:08:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0043	553.74	ppm	dry	0.0026	  1.82	ppm	dry	0.0018	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	11:08:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.48	vol-%	wet	0.0043	556.45	ppm	dry	0.0027	  1.83	ppm	dry	0.0019	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	11:09:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0040	558.38	ppm	dry	0.0026	  1.76	ppm	dry	0.0019	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:09:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.47	vol-%	wet	0.0043	560.87	ppm	dry	0.0026	  1.78	ppm	dry	0.0018	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:09:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0042	560.71	ppm	dry	0.0027	  1.82	ppm	dry	0.0020	  0.24	ppm	dry	0.0024	OK
0	2019-06-03	11:09:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0046	563.79	ppm	dry	0.0027	  1.83	ppm	dry	0.0019	  0.25	ppm	dry	0.0023	OK
0	2019-06-03	11:09:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0041	566.79	ppm	dry	0.0026	  1.80	ppm	dry	0.0018	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	11:09:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.46	vol-%	wet	0.0042	567.16	ppm	dry	0.0027	  1.79	ppm	dry	0.0019	  0.25	ppm	dry	0.0024	OK
0	2019-06-03	11:09:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.45	vol-%	wet	0.0043	562.88	ppm	dry	0.0028	  1.79	ppm	dry	0.0018	  0.25	ppm	dry	0.0025	OK
0	2019-06-03	11:09:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.44	vol-%	wet	0.0040	546.30	ppm	dry	0.0027	  1.74	ppm	dry	0.0020	  0.25	ppm	dry	0.0023	OK
0	2019-06-03	11:09:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.37	vol-%	wet	0.0041	514.87	ppm	dry	0.0025	  1.73	ppm	dry	0.0019	  0.23	ppm	dry	0.0024	OK
0	2019-06-03	11:09:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.26	vol-%	wet	0.0036	464.48	ppm	dry	0.0025	  1.82	ppm	dry	0.0019	  0.24	ppm	dry	0.0022	OK
0	2019-06-03	11:10:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.15	vol-%	wet	0.0038	428.00	ppm	dry	0.0025	  1.85	ppm	dry	0.0016	  0.24	ppm	dry	0.0021	OK
0	2019-06-03	11:10:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.07	vol-%	wet	0.0034	400.80	ppm	dry	0.0024	  1.82	ppm	dry	0.0017	  0.24	ppm	dry	0.0021	OK
0	2019-06-03	11:10:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  1.01	vol-%	wet	0.0037	384.16	ppm	dry	0.0026	  1.84	ppm	dry	0.0015	  0.24	ppm	dry	0.0020	OK
0	2019-06-03	11:10:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.95	vol-%	wet	0.0033	374.08	ppm	dry	0.0025	  1.83	ppm	dry	0.0016	  0.25	ppm	dry	0.0020	OK
0	2019-06-03	11:10:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.91	vol-%	wet	0.0034	370.92	ppm	dry	0.0024	  1.85	ppm	dry	0.0016	  0.26	ppm	dry	0.0019	OK
0	2019-06-03	11:10:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.87	vol-%	wet	0.0031	367.36	ppm	dry	0.0024	  1.83	ppm	dry	0.0016	  0.26	ppm	dry	0.0019	OK
0	2019-06-03	11:10:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.85	vol-%	wet	0.0030	366.56	ppm	dry	0.0025	  1.77	ppm	dry	0.0014	  0.25	ppm	dry	0.0019	OK
0	2019-06-03	11:10:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.83	vol-%	wet	0.0028	364.62	ppm	dry	0.0023	  1.83	ppm	dry	0.0014	  0.25	ppm	dry	0.0018	OK
0	2019-06-03	11:10:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.81	vol-%	wet	0.0031	365.18	ppm	dry	0.0024	  1.86	ppm	dry	0.0015	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:10:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.80	vol-%	wet	0.0028	363.39	ppm	dry	0.0024	  1.87	ppm	dry	0.0014	  0.27	ppm	dry	0.0019	OK
0	2019-06-03	11:11:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.78	vol-%	wet	0.0028	364.02	ppm	dry	0.0025	  1.82	ppm	dry	0.0014	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:11:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.78	vol-%	wet	0.0028	362.06	ppm	dry	0.0025	  1.89	ppm	dry	0.0014	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:11:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0030	363.18	ppm	dry	0.0023	  1.88	ppm	dry	0.0015	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:11:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.76	vol-%	wet	0.0027	363.11	ppm	dry	0.0025	  1.77	ppm	dry	0.0016	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:11:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0028	362.33	ppm	dry	0.0024	  1.86	ppm	dry	0.0015	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:11:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0028	361.71	ppm	dry	0.0024	  1.87	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:11:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.76	vol-%	wet	0.0027	360.54	ppm	dry	0.0024	  1.85	ppm	dry	0.0018	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:11:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0029	362.81	ppm	dry	0.0024	  1.82	ppm	dry	0.0015	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:11:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0027	361.84	ppm	dry	0.0025	  1.82	ppm	dry	0.0016	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:11:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0028	361.33	ppm	dry	0.0024	  1.85	ppm	dry	0.0015	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:12:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0028	360.70	ppm	dry	0.0024	  1.90	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:12:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.78	vol-%	wet	0.0026	360.71	ppm	dry	0.0024	  1.84	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:12:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0028	362.09	ppm	dry	0.0024	  1.89	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:12:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.78	vol-%	wet	0.0026	360.28	ppm	dry	0.0024	  1.84	ppm	dry	0.0013	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:12:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.78	vol-%	wet	0.0029	360.22	ppm	dry	0.0026	  1.91	ppm	dry	0.0014	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:12:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.78	vol-%	wet	0.0029	359.37	ppm	dry	0.0025	  1.83	ppm	dry	0.0016	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:12:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.79	vol-%	wet	0.0027	359.26	ppm	dry	0.0025	  1.87	ppm	dry	0.0013	  0.25	ppm	dry	0.0017	OK
0	2019-06-03	11:12:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.80	vol-%	wet	0.0029	359.77	ppm	dry	0.0025	  1.87	ppm	dry	0.0015	  0.27	ppm	dry	0.0018	OK
0	2019-06-03	11:12:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.80	vol-%	wet	0.0027	357.86	ppm	dry	0.0023	  1.81	ppm	dry	0.0015	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:12:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.79	vol-%	wet	0.0029	359.97	ppm	dry	0.0024	  1.86	ppm	dry	0.0016	  0.27	ppm	dry	0.0018	OK
0	2019-06-03	11:13:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0029	358.77	ppm	dry	0.0025	  1.89	ppm	dry	0.0014	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:13:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0030	361.64	ppm	dry	0.0024	  1.83	ppm	dry	0.0014	  0.27	ppm	dry	0.0018	OK
0	2019-06-03	11:13:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.77	vol-%	wet	0.0028	360.88	ppm	dry	0.0024	  1.77	ppm	dry	0.0015	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:13:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.76	vol-%	wet	0.0027	361.15	ppm	dry	0.0024	  1.85	ppm	dry	0.0014	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:13:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.75	vol-%	wet	0.0025	359.95	ppm	dry	0.0023	  1.85	ppm	dry	0.0013	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:13:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.75	vol-%	wet	0.0026	362.20	ppm	dry	0.0023	  1.85	ppm	dry	0.0014	  0.26	ppm	dry	0.0018	OK
0	2019-06-03	11:13:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.74	vol-%	wet	0.0029	361.05	ppm	dry	0.0024	  1.85	ppm	dry	0.0016	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:13:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.75	vol-%	wet	0.0028	360.69	ppm	dry	0.0024	  1.87	ppm	dry	0.0016	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:13:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.75	vol-%	wet	0.0027	361.03	ppm	dry	0.0024	  1.78	ppm	dry	0.0016	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:13:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.75	vol-%	wet	0.0029	359.54	ppm	dry	0.0024	  1.81	ppm	dry	0.0013	  0.26	ppm	dry	0.0019	OK
0	2019-06-03	11:14:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.76	vol-%	wet	0.0025	360.79	ppm	dry	0.0025	  1.80	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:14:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.75	vol-%	wet	0.0025	361.53	ppm	dry	0.0024	  1.88	ppm	dry	0.0015	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:14:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.74	vol-%	wet	0.0027	362.41	ppm	dry	0.0026	  1.87	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:14:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.72	vol-%	wet	0.0027	363.18	ppm	dry	0.0024	  1.81	ppm	dry	0.0016	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:14:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.71	vol-%	wet	0.0026	362.54	ppm	dry	0.0024	  1.86	ppm	dry	0.0013	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:14:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.69	vol-%	wet	0.0026	363.02	ppm	dry	0.0024	  1.79	ppm	dry	0.0014	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:14:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.68	vol-%	wet	0.0025	363.61	ppm	dry	0.0024	  1.83	ppm	dry	0.0014	  0.28	ppm	dry	0.0017	OK
0	2019-06-03	11:14:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.67	vol-%	wet	0.0024	363.64	ppm	dry	0.0024	  1.84	ppm	dry	0.0016	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:14:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.66	vol-%	wet	0.0026	363.16	ppm	dry	0.0023	  1.81	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:14:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.66	vol-%	wet	0.0024	364.74	ppm	dry	0.0023	  1.82	ppm	dry	0.0013	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:15:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.65	vol-%	wet	0.0022	363.03	ppm	dry	0.0025	  1.83	ppm	dry	0.0014	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:15:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.64	vol-%	wet	0.0023	363.35	ppm	dry	0.0024	  1.80	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:15:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.64	vol-%	wet	0.0025	363.88	ppm	dry	0.0025	  1.83	ppm	dry	0.0015	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:15:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.63	vol-%	wet	0.0024	364.45	ppm	dry	0.0025	  1.83	ppm	dry	0.0015	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:15:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.63	vol-%	wet	0.0026	365.27	ppm	dry	0.0024	  1.82	ppm	dry	0.0013	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:15:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.62	vol-%	wet	0.0025	365.09	ppm	dry	0.0025	  1.85	ppm	dry	0.0013	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:15:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.62	vol-%	wet	0.0024	364.67	ppm	dry	0.0025	  1.86	ppm	dry	0.0014	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:15:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.61	vol-%	wet	0.0026	363.68	ppm	dry	0.0024	  1.81	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:15:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.61	vol-%	wet	0.0023	364.39	ppm	dry	0.0023	  1.75	ppm	dry	0.0014	  0.28	ppm	dry	0.0016	OK
0	2019-06-03	11:15:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0022	364.80	ppm	dry	0.0024	  1.82	ppm	dry	0.0016	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:16:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0024	367.17	ppm	dry	0.0024	  1.80	ppm	dry	0.0014	  0.28	ppm	dry	0.0016	OK
0	2019-06-03	11:16:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0022	364.45	ppm	dry	0.0025	  1.86	ppm	dry	0.0013	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:16:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.59	vol-%	wet	0.0023	365.82	ppm	dry	0.0025	  1.78	ppm	dry	0.0014	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:16:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0024	365.93	ppm	dry	0.0025	  1.82	ppm	dry	0.0014	  0.26	ppm	dry	0.0016	OK
0	2019-06-03	11:16:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0023	365.74	ppm	dry	0.0024	  1.84	ppm	dry	0.0013	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:16:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.60	vol-%	wet	0.0023	364.75	ppm	dry	0.0024	  1.79	ppm	dry	0.0014	  0.27	ppm	dry	0.0015	OK
0	2019-06-03	11:16:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.59	vol-%	wet	0.0023	365.50	ppm	dry	0.0024	  1.83	ppm	dry	0.0013	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:16:43		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.59	vol-%	wet	0.0021	366.52	ppm	dry	0.0024	  1.83	ppm	dry	0.0014	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:16:49		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.58	vol-%	wet	0.0021	366.17	ppm	dry	0.0025	  1.85	ppm	dry	0.0012	  0.27	ppm	dry	0.0015	OK
0	2019-06-03	11:16:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.58	vol-%	wet	0.0024	364.57	ppm	dry	0.0024	  1.82	ppm	dry	0.0015	  0.27	ppm	dry	0.0015	OK
0	2019-06-03	11:17:01		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.58	vol-%	wet	0.0023	366.01	ppm	dry	0.0025	  1.86	ppm	dry	0.0012	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:17:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.58	vol-%	wet	0.0023	365.80	ppm	dry	0.0025	  1.91	ppm	dry	0.0014	  0.26	ppm	dry	0.0016	OK
0	2019-06-03	11:17:12		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.59	vol-%	wet	0.0022	364.81	ppm	dry	0.0025	  1.89	ppm	dry	0.0013	  0.26	ppm	dry	0.0016	OK
0	2019-06-03	11:17:18		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.59	vol-%	wet	0.0024	364.35	ppm	dry	0.0024	  1.79	ppm	dry	0.0013	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:17:24		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.61	vol-%	wet	0.0024	363.57	ppm	dry	0.0024	  1.84	ppm	dry	0.0015	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:17:30		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.62	vol-%	wet	0.0024	362.98	ppm	dry	0.0024	  1.88	ppm	dry	0.0014	  0.26	ppm	dry	0.0017	OK
0	2019-06-03	11:17:36		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.63	vol-%	wet	0.0023	361.84	ppm	dry	0.0025	  1.87	ppm	dry	0.0013	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:17:42		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.63	vol-%	wet	0.0024	361.70	ppm	dry	0.0024	  1.84	ppm	dry	0.0014	  0.28	ppm	dry	0.0017	OK
0	2019-06-03	11:17:48		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.62	vol-%	wet	0.0024	361.77	ppm	dry	0.0024	  1.83	ppm	dry	0.0014	  0.27	ppm	dry	0.0017	OK
0	2019-06-03	11:17:54		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.63	vol-%	wet	0.0025	362.79	ppm	dry	0.0025	  1.82	ppm	dry	0.0015	  0.27	ppm	dry	0.0016	OK
0	2019-06-03	11:18:00		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.63	vol-%	wet	0.0027	363.53	ppm	dry	0.0023	  1.84	ppm	dry	0.0014	  0.26	ppm	dry	0.0016	OK
0	2019-06-03	11:18:06		GAS-APP-006_SN184123_c12_20_Rev1.LIB	  0.61	vol-%	wet	0.0024	363.69	ppm	dry	0.0025	  1.82	ppm	dry	0.0013	  0.26	ppm	dry	0.0016	OK
